id,url,name,name_abbreviation,decision_date,docket_number,first_page,last_page,citations.0.type,citations.0.cite,citations.1.type,citations.1.cite,volume.url,volume.volume_number,volume.barcode,reporter.url,reporter.full_name,reporter.id,court.url,court.name_abbreviation,court.slug,court.id,court.name,jurisdiction.id,jurisdiction.name_long,jurisdiction.url,jurisdiction.slug,jurisdiction.whitelisted,jurisdiction.name,frontend_url,frontend_pdf_url,preview,analysis.word_count,analysis.random_bucket,analysis.sha256,analysis.ocr_confidence,analysis.char_count,analysis.random_id,analysis.pagerank.percentile,analysis.pagerank.raw,analysis.cardinality,analysis.simhash,last_updated,provenance.date_added,provenance.batch,provenance.source,citations.2.type,citations.2.cite,citations.3.type,citations.3.cite,citations.4.type,citations.4.cite
9406339,https://api.case.law/v1/cases/9406339/,"Felix RAMIREZ, Jr., Appellant, v. The STATE of Texas, Appellee",Ramirez v. State,2002-03-28,No. 14-01-00488-CR,121,133,official,76 S.W.3d 121,,,https://api.case.law/v1/volumes/32044066189879/,76,32044066189879,https://api.case.law/v1/reporters/612/,South Western Reporter Third Series,612,https://api.case.law/v1/courts/tex-app-1/,Tex. App.,tex-app-1,8992,Texas Courts of Appeals,32,Texas,https://api.case.law/v1/jurisdictions/tex/,tex,False,Tex.,https://cite.case.law/sw3d/76/121/,"https://cite.case.law/pdf/9406339/Ramirez%20v.%20State,%2076%20S.W.3d%20121%20(2002).pdf",[],5050,51169,12fca253e1eccecbaf87e897d594f265a915c7f5320747949074dcbbdb0d78f9,0.685,31929,989841377,0.5582065359144,1.0660610597200505e-07,1258,1:afc2df4e670419f4,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
286039,https://api.case.law/v1/cases/286039/,"REDI-FLOORS, INC. v. SONENBERG COMPANY","Redi-Floors, Inc. v. Sonenberg Co.",2002-03-29,A01A1841,615,627,official,254 Ga. App. 615,parallel,563 S.E.2d 505,https://api.case.law/v1/volumes/32044070741954/,254,32044070741954,https://api.case.law/v1/reporters/519/,Georgia Appeals Reports,519,https://api.case.law/v1/courts/ga-ct-app/,Ga. Ct. App.,ga-ct-app,8892,Court of Appeals of Georgia,3,Georgia,https://api.case.law/v1/jurisdictions/ga/,ga,False,Ga.,https://cite.case.law/ga-app/254/615/,"https://cite.case.law/pdf/286039/Redi-Floors,%20Inc.%20v.%20Sonenberg%20Co.,%20254%20Ga.%20App.%20615,%20563%20S.E.2d%20505%20(2002).pdf",[],5617,45020,687d45ec92cac4850386e5fca1a3d02cc87d0245166afe90709d3782643631f4,0.753,33934,325365724,0.7145941700698436,1.7885312606357215e-07,1257,1:bccac84010a2fbec,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9418209,https://api.case.law/v1/cases/9418209/,"AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES (AFL-CIO) et al., Plaintiffs, v. UNITED STATES et al., Defendants, and Chugach Management et al., Intervenor-Defendants",American Federation of Government Employees v. United States,2002-03-29,No. 00-0936(RMU),4,25,official,195 F. Supp. 2d 4,,,https://api.case.law/v1/volumes/32044066150335/,195,32044066150335,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/ddc-2/,D.D.C.,ddc-2,9000,United States District Court for the District of Columbia,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/195/4/,"https://cite.case.law/pdf/9418209/American%20Federation%20of%20Government%20Employees%20v.%20United%20States,%20195%20F.%20Supp.%202d%204%20(2002).pdf",[],10998,60988,7cb8355b08095ca8c5444a3a4a1589d59f2a50d70fbea79693c29efebd85a58c,0.665,69355,2357980732,0.4481853166165964,7.55805774685552e-08,2434,1:6042b376ed0413f2,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9432689,https://api.case.law/v1/cases/9432689/,"Clint BOLICK, et al., Plaintiffs, v. Clarence ROBERTS, et al., Defendants",Bolick v. Roberts,2002-03-29,No. 3:99CV755,397,451,official,199 F. Supp. 2d 397,,,https://api.case.law/v1/volumes/32044066147174/,199,32044066147174,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/ed-va/,E.D. Va.,ed-va,9111,United States District Court for the Eastern District of Virginia,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/199/397/,"https://cite.case.law/pdf/9432689/Bolick%20v.%20Roberts,%20199%20F.%20Supp.%202d%20397%20(2002).pdf",[],29214,31554,5228588f686990efa85101beab320455983c9f9cc66e411efe734f27b6dc4374,0.661,187481,3112336194,0.6668473714500729,1.5083073071805774e-07,3794,1:b0ae3da40838c7f7,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9408155,https://api.case.law/v1/cases/9408155/,"Gerard O'HARA and Lisa O'Hara, Plaintiffs-Appellants, v. WEEKS MARINE, INC. and Collazo Contractors, Inc., Defendants-Appellees","O'Hara v. Weeks Marine, Inc.",2002-04-01,Docket No. 00-7872,55,70,official,294 F.3d 55,,,https://api.case.law/v1/volumes/32044066189754/,294,32044066189754,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/2d-cir-2/,2d Cir.,2d-cir-2,8778,United States Court of Appeals for the Second Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/294/55/,"https://cite.case.law/pdf/9408155/O'Hara%20v.%20Weeks%20Marine,%20Inc.,%20294%20F.3d%2055%20(2002).pdf",[],6616,35978,a65565814e2f8fe042a381e18a61be195f9231d4e6437a68380fb67b22105f2a,0.667,40160,4255353994,0.9346941407439284,4.93966953471533e-07,1518,1:e3c1bf27ecf49f49,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9432217,https://api.case.law/v1/cases/9432217/,"Valjeanne CURRIE, et al., Plaintiff, Appellant, v. GROUP INSURANCE COMMISSION, et al., Defendants, Appellees",Currie v. Group Insurance Commission,2002-04-01,No. 01-1916,1,29,official,290 F.3d 1,,,https://api.case.law/v1/volumes/32044066147125/,290,32044066147125,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/1st-cir/,1st Cir.,1st-cir,8809,United States Court of Appeals for the First Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/290/1/,"https://cite.case.law/pdf/9432217/Currie%20v.%20Group%20Insurance%20Commission,%20290%20F.3d%201%20(2002).pdf",[],15654,8728,182f84f8678472a4d1a36828da0ac850762c84b47564f3ea266244ec825ba828,0.669,97903,3425640984,0.900835547256521,3.879125256343197e-07,3061,1:324f7530393e8a2e,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9449594,https://api.case.law/v1/cases/9449594/,"CLAY REGIONAL WATER, Plaintiff, v. CITY OF SPIRIT LAKE, IOWA, Defendant",Clay Regional Water v. City of Spirit Lake,2002-04-04,No. C01-4100-MWB,1129,1156,official,193 F. Supp. 2d 1129,,,https://api.case.law/v1/volumes/32044066133240/,193,32044066133240,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/nd-iowa/,N.D. Iowa,nd-iowa,9018,United States District Court for the Northern District of Iowa,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/193/1129/,"https://cite.case.law/pdf/9449594/Clay%20Regional%20Water%20v.%20City%20of%20Spirit%20Lake,%20193%20F.%20Supp.%202d%201129%20(2002).pdf",[],14874,42158,60cc7cc38fe1781b44e62c9668f928559010c6deb8e5ea10f9ccf7c5438a15d2,0.653,92911,1436066990,0.3327804075858169,5.2996275438192436e-08,2659,1:9e1b761ac9c019ec,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9350831,https://api.case.law/v1/cases/9350831/,"Donna F. Miller CORNELIUS v. Larry MILLER, individually and as executor of the estate of Billy Wayne Miller; and Randy Miller",Cornelius v. Miller,2002-04-05,2000855,883,885,official,836 So. 2d 883,,,https://api.case.law/v1/volumes/32044070756226/,836,32044070756226,https://api.case.law/v1/reporters/1026/,"Southern Reporter, Second Series",1026,https://api.case.law/v1/courts/ala-civ-app/,Ala. Civ. App.,ala-civ-app,12070,Alabama Court of Civil Appeals,23,Alabama,https://api.case.law/v1/jurisdictions/ala/,ala,False,Ala.,https://cite.case.law/so-2d/836/883/,"https://cite.case.law/pdf/9350831/Cornelius%20v.%20Miller,%20836%20So.%202d%20883%20(2002).pdf",[],1050,40921,09f04c1f1da78631d32eb67b165355556c1d82a484a91f5936c045cde6d50107,0.659,6293,3066994649,0.2162941657645907,4.037307804377483e-08,403,1:3bfc6acba4ab0446,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9437885,https://api.case.law/v1/cases/9437885/,"CLEAN AIR MARKETS GROUP, Plaintiff, v. George E. PATAKI, in his capacity as Governor of the State of New York; Maureen O'Donnell Helmer, in her capacity as Chairman of the New York State Public Service Commission; Thomas J. Dunleavy, in his capacity as a Commissioner of the New York State Public Service Commission; James D. Bennett, in his capacity as a Commissioner of the New York State Public Service Commission; Leonard A Weiss, in his capacity as a Commissioner of the New York State Public Service Commission; Neal N. Galvin, in his capacity as a Commissioner of the New York State Public Service Commission; Defendants",Clean Air Markets Group v. Pataki,2002-04-09,No. 00-CV-1738,147,163,official,194 F. Supp. 2d 147,,,https://api.case.law/v1/volumes/32044066144247/,194,32044066144247,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/ndny/,N.D.N.Y.,ndny,8848,United States District Court for the Northern District of New York,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/194/147/,"https://cite.case.law/pdf/9437885/Clean%20Air%20Markets%20Group%20v.%20Pataki,%20194%20F.%20Supp.%202d%20147%20(2002).pdf",[],7572,18008,ce02c5e699b80d29f382a7753fbc26e900fcd0cc4d26c97de6fcf240c371aa05,0.649,46906,1060980312,0.42382492177664466,7.032812582894043e-08,1622,1:6ad397826a164ec7,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9421328,https://api.case.law/v1/cases/9421328/,"Edgar LUQUIS, Appellant, v. The STATE of Texas",Luquis v. State,2002-04-10,No. 0283-00,355,369,official,72 S.W.3d 355,,,https://api.case.law/v1/volumes/32044066150442/,72,32044066150442,https://api.case.law/v1/reporters/612/,South Western Reporter Third Series,612,https://api.case.law/v1/courts/tex-crim-app/,Tex. Crim. App.,tex-crim-app,8990,Texas Court of Criminal Appeals,32,Texas,https://api.case.law/v1/jurisdictions/tex/,tex,False,Tex.,https://cite.case.law/sw3d/72/355/,"https://cite.case.law/pdf/9421328/Luquis%20v.%20State,%2072%20S.W.3d%20355%20(2002).pdf",[],7745,52882,1cbfb710c8a964f109746ee8c535685824c81561ec7661224ca71097ce1c08df,0.729,47508,4234464914,0.8854908924596102,3.554448201584496e-07,1587,1:43cadd57f085059e,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
1066652,https://api.case.law/v1/cases/1066652/,"CHILDREN'S HOSPITAL AND MEDICAL CENTER et al., Plaintiffs and Respondents, v. DIANA BONTA, as Director, etc., et al., Defendants and Appellants",Children's Hospital & Medical Center v. Bonta,2002-04-15,No. A094061,740,784,official,97 Cal. App. 4th 740,,,https://api.case.law/v1/volumes/32044070756473/,97,32044070756473,https://api.case.law/v1/reporters/334/,"California Appellate Reports, Fourth Series",334,https://api.case.law/v1/courts/cal-ct-app-1/,Cal. Ct. App.,cal-ct-app-1,8799,Court of Appeal of the State of California,30,California,https://api.case.law/v1/jurisdictions/cal/,cal,False,Cal.,https://cite.case.law/cal-app-4th/97/740/,"https://cite.case.law/pdf/1066652/Children's%20Hospital%20&%20Medical%20Center%20v.%20Bonta,%2097%20Cal.%20App.%204th%20740%20(2002).pdf",[],17238,45410,c4342550b12e23d232b5891c7466a39f686e1b937ba2785ad6915674d62a344d,0.92,110854,2657530210,0.8887275545256412,3.6219417661930787e-07,3056,1:dff30a872e4ede66,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
831933,https://api.case.law/v1/cases/831933/,"LOUISE E. KIZIS v. MORSE DIESEL INTERNATIONAL, INC., ET AL.","Kizis v. Morse Diesel International, Inc.",2002-04-16,SC 16499,46,59,official,260 Conn. 46,,,https://api.case.law/v1/volumes/32044075546580/,260,32044075546580,https://api.case.law/v1/reporters/178/,Connecticut Reports,178,https://api.case.law/v1/courts/conn/,Conn.,conn,8803,Connecticut Supreme Court,2,Connecticut,https://api.case.law/v1/jurisdictions/conn/,conn,False,Conn.,https://cite.case.law/conn/260/46/,"https://cite.case.law/pdf/831933/Kizis%20v.%20Morse%20Diesel%20International,%20Inc.,%20260%20Conn.%2046%20(2002).pdf",[],3911,65091,c2b3d8fe0f7eb41c0ad8740661e9c1407bf9dbf0efc1c4029dc9f9769ddde254,0.698,24291,268238403,0.9550937029595621,6.060046928679904e-07,1012,1:ef9cd6575b6857b1,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9419524,https://api.case.law/v1/cases/9419524/,"In re Walter Frank KIEFER, Debtor. Laborers' Pension Trust Fund-Detroit and Vicinity, et al., Plaintiffs, v. Walter Frank Kiefer, Defendant",Laborers' Pension Trust Fund-Detroit & Vicinity v. Kiefer (In re Kiefer),2002-04-17,Civ. No. 01-40129,196,202,official,276 B.R. 196,,,https://api.case.law/v1/volumes/32044066150137/,276,32044066150137,https://api.case.law/v1/reporters/935/,West's Bankruptcy Reporter,935,https://api.case.law/v1/courts/ed-mich/,E.D. Mich.,ed-mich,9049,United States District Court for the Eastern District of Michigan,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/br/276/196/,"https://cite.case.law/pdf/9419524/Laborers'%20Pension%20Trust%20Fund-Detroit%20&%20Vicinity%20v.%20Kiefer%20(In%20re%20Kiefer),%20276%20B.R.%20196%20(2002).pdf",[],2942,52680,c751709cffabd6721bcf1069e47a165186a90839893b205298447e25dc1e3bc4,0.662,18598,297913800,0.76170521991637,2.100349062699962e-07,874,1:5a2d77ba7adf43d7,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9336126,https://api.case.law/v1/cases/9336126/,"Joe JAMES and Judy James, Individually and as Co-Administrators of the Estate of Jessica Jeanette James, Thomas Wayne Steger and Sabrina Collins Steger, Individually and as Co-Administrators of the Estate of Kayce Steger and Chuck Hadley, Individually, and Gwen Hadley, Individually and as Administratrix of the Estate of Nicole Marie Hadley, Appellants, v. Larry WILSON, Randy Wright, Glenda Collins, Connie Smith, Bill Bond, Barbara W. McGinty, Tobe Dulworth, Jana Mansfield, Georgia Tomlin, Alan Warford, Brandon Newberry, Tilford L. Underwood, Barbara Vick, Charles Courtney, Alan Mullins, Shirley Turner, Bob Steele, Roger Hayes and Donna Mattingly (No. 1999-CA-000787-MR), Trent Matthis, Sam McReynolds, Alan Coleman, Ryan Cornille and Jay Massie (No. 1999-CA-001209-MR), Amy White, Cathy Evanko and Pam Wrinkle (No. 1999-CA-002172-MR), Wendall Nace (No. 2000-CA-001379-MR), Sara Culp, Amanda Jones, Ben Strong, Becky Flynn and Robert Teer (No. 2000-CA-001382-MR and No. 2000-CA-001491-MR), Matthew Barnett, Michael Alonso, James O'Nan and Toby Nace (No. 2000-CA-001687-MR), Jeremy Ellis (No. 2000-CA-001688-MR), Mike Zink (No. 2000-CA-001690-MR), and John Carneal and Ann Carneal (No. 2000-CA-001862-MR), Appellees",James v. Wilson,2002-04-19,"Nos. 1999-CA-000787-MR, 1999-CA-001209-MR, 1999-CA-002172-MR, 2000-CA-001379-MR, 2000-CA-001382-MR, 2000-CA-001491-MR, 2000-CA-001687-MR, 2000-CA-001688-MR, 2000-CA-001690-MR, 2000-CA-001862-MR",875,920,official,95 S.W.3d 875,,,https://api.case.law/v1/volumes/32044070755988/,95,32044070755988,https://api.case.law/v1/reporters/612/,South Western Reporter Third Series,612,https://api.case.law/v1/courts/ky-ct-app-1/,Ky. Ct. App.,ky-ct-app-1,11942,Kentucky Court of Appeals,26,Kentucky,https://api.case.law/v1/jurisdictions/ky/,ky,False,Ky.,https://cite.case.law/sw3d/95/875/,"https://cite.case.law/pdf/9336126/James%20v.%20Wilson,%2095%20S.W.3d%20875%20(2002).pdf",[],22146,64875,e6f5068996940204e99968b9180e5865b3a832fa5b4d98aac8f80b536ef024f5,0.685,136070,3738697067,0.9714304965192128,7.686431609633651e-07,3604,1:9327cc943667985a,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9434796,https://api.case.law/v1/cases/9434796/,"GRAND TRAVERSE BAND OF OTTAWA AND CHIPPEWA INDIANS, Plaintiff/Counter-Defendant, v. UNITED STATES ATTORNEY FOR THE WESTERN DISTRICT OF MICHIGAN, Defendant/Counter-Plaintiff, and State of Michigan, Intervenor",Grand Traverse Band of Ottawa & Chippewa Indians v. United States Attorney for the Western District of Michigan,2002-04-22,Case No. 1:96-CV-466,920,940,official,198 F. Supp. 2d 920,,,https://api.case.law/v1/volumes/32044066147190/,198,32044066147190,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/wd-mich/,W.D. Mich.,wd-mich,9227,United States District Court for the Western District of Michigan,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/198/920/,"https://cite.case.law/pdf/9434796/Grand%20Traverse%20Band%20of%20Ottawa%20&%20Chippewa%20Indians%20v.%20United%20States%20Attorney%20for%20the%20Western%20District%20of%20Michigan,%20198%20F.%20Supp.%202d%20920%20(2002).pdf",[],11026,21280,b3ef1546337040c6c683fdefe6d1977ae0cd78e4cdc3aced5a543461ff038e58,0.66,67889,3582612256,0.7253200414925983,1.8647662828639233e-07,2077,1:df85f6920db175d0,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9437460,https://api.case.law/v1/cases/9437460/,"Andrew J. WAGNER, Plaintiff-Appellant, v. DAEWOO HEAVY INDUSTRIES AMERICA CORPORATION, Jack Mosler, et al., Defendants-Appellees",Wagner v. Daewoo Heavy Industries America Corp.,2002-04-23,No. 01-11998,1268,1283,official,289 F.3d 1268,,,https://api.case.law/v1/volumes/32044066147133/,289,32044066147133,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/11th-cir/,11th Cir.,11th-cir,9031,United States Court of Appeals for the Eleventh Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/289/1268/,"https://cite.case.law/pdf/9437460/Wagner%20v.%20Daewoo%20Heavy%20Industries%20America%20Corp.,%20289%20F.3d%201268%20(2002).pdf",[],6816,40703,b14130bd8c23c4aac569112414cb5b285b92c074dcf581b9b448283e10403dba,0.676,42098,571383551,0.6999221386333891,1.6956700081810457e-07,1604,1:9ecbce16accb17f6,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9437622,https://api.case.law/v1/cases/9437622/,"Grace BURKERT, v. The EQUITABLE LIFE ASSURANCE SOCIETY OF AMERICA, v. Jacob Jamison, A minor, by and through his natural parent and guardian Cosima Jamison, Third-Party Defendant. Grace Burkert and Jacob Jamison, a minor, by and through his parent and guardian Cosima Jamison, Appellants",Burkert v. Equitable Life Assurance Society of America,2002-04-25,No. 01-1846,293,299,official,287 F.3d 293,,,https://api.case.law/v1/volumes/32044066144650/,287,32044066144650,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/3d-cir-2/,3d Cir.,3d-cir-2,8840,United States Court of Appeals for the Third Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/287/293/,"https://cite.case.law/pdf/9437622/Burkert%20v.%20Equitable%20Life%20Assurance%20Society%20of%20America,%20287%20F.3d%20293%20(2002).pdf",[],2594,54594,e851d4c532e1fd91c0f466edf75688db6cbc8785ac2dd1cb02b1c45f5746e761,0.687,16301,2504840514,0.48494715639979696,8.464079890637562e-08,855,1:124a0523e371ee42,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
260734,https://api.case.law/v1/cases/260734/,"Lisa GALLEGOS, Plaintiff-Appellant, v. PUEBLO OF TESUQUE d/b/a Camel Rock Gaming Center, Zurich American Insurance Company, National Sanitary Supply Company, Inc., Rubbermaid, Inc., and Does 1-20, inclusive, Defendants-Appellees",Gallegos v. Pueblo of Tesuque,2002-04-26,"No. 26,149",207,225,official,132 N.M. 207,parallel,46 P.3d 668,https://api.case.law/v1/volumes/32044070739537/,132,32044070739537,https://api.case.law/v1/reporters/554/,New Mexico Reports,554,https://api.case.law/v1/courts/nm/,N.M.,nm,8835,Supreme Court of New Mexico,52,New Mexico,https://api.case.law/v1/jurisdictions/nm/,nm,True,N.M.,https://cite.case.law/nm/132/207/,"https://cite.case.law/pdf/260734/Gallegos%20v.%20Pueblo%20of%20Tesuque,%20132%20N.M.%20207,%2046%20P.3d%20668,%202002-NMSC-012%20(2002).pdf",[],11309,18846,12254fa3fc478f03945fcec7a6999b05ac2b85423b8d6b08059f62c754f93bcd,0.693,69655,2838841758,0.931305153812398,4.800123376708053e-07,2236,1:fe9a4fa56f885eb9,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,parallel,2002-NMSC-012,,,,
9438288,https://api.case.law/v1/cases/9438288/,"SOUTHERN BLASTING SERVICES, INCORPORATED; Piedmont Drilling & Blasting, Incorporated, Plaintiffs-Appellants, v. WILKES COUNTY, NORTH CAROLINA, a body politic; Kevin D. Bounds, Wilkes County Fire Marshal, Defendants-Appellees","Southern Blasting Services, Inc. v. Wilkes County",2002-04-29,No. 01-2098,584,596,official,288 F.3d 584,,,https://api.case.law/v1/volumes/32044066144973/,288,32044066144973,https://api.case.law/v1/reporters/933/,Federal Reporter 3d Series,933,https://api.case.law/v1/courts/4th-cir/,4th Cir.,4th-cir,8954,United States Court of Appeals for the Fourth Circuit,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f3d/288/584/,"https://cite.case.law/pdf/9438288/Southern%20Blasting%20Services,%20Inc.%20v.%20Wilkes%20County,%20288%20F.3d%20584%20(2002).pdf",[],4566,52801,12a1c8290fc320c951ae3e405d38e3a2ea54448e4db87900bb5911818e02714e,0.663,29762,3999256129,0.7101972134009586,1.7624906070849577e-07,1216,1:9398f11bfa6a1341,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
1024422,https://api.case.law/v1/cases/1024422/,"QWEST COMMUNICATIONS CORPORATION, Plaintiff, v. The CITY OF BERKELEY, et al., Defendants",Qwest Communications Corp. v. City of Berkeley,2002-04-30,No. C 01-0663 SI,288,298,official,208 F.R.D. 288,,,https://api.case.law/v1/volumes/32044057292344/,208,32044057292344,https://api.case.law/v1/reporters/981/,Federal Rules Decisions,981,https://api.case.law/v1/courts/nd-cal/,N.D. Cal.,nd-cal,9022,United States District Court for the Northern District of California,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/frd/208/288/,"https://cite.case.law/pdf/1024422/Qwest%20Communications%20Corp.%20v.%20City%20of%20Berkeley,%20208%20F.R.D.%20288%20(2002).pdf",[],6457,16874,d634aab38a43f5b0cc0eafc9cfd0c8f19d53414e56579ba847c42c59fee2cafe,0.698,40865,386744810,0.5913878725853661,1.1916378991377317e-07,1479,1:be5a5edaac9c5bf5,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9423662,https://api.case.law/v1/cases/9423662/,"In re Lawrence D. GOLDBERG, Debtor. Dwayne M. Murray, Trustee, Plaintiff, v. Mae M. Stacy Trust and F. Eugene Richardson, Defendants",Murray v. Stacy Trust (In re Goldberg),2002-05-01,Bankruptcy No. 94-10885; Adversary No. 95-1020,251,297,official,277 B.R. 251,,,https://api.case.law/v1/volumes/32044066149915/,277,32044066149915,https://api.case.law/v1/reporters/935/,West's Bankruptcy Reporter,935,https://api.case.law/v1/courts/bankr-md-la/,Bankr. M.D. La.,bankr-md-la,11361,United States Bankruptcy Court for the Middle District of Louisiana,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/br/277/251/,"https://cite.case.law/pdf/9423662/Murray%20v.%20Stacy%20Trust%20(In%20re%20Goldberg),%20277%20B.R.%20251%20(2002).pdf",[],25713,28204,4887a447502fc9c8fd83930731b83e3c725543de8f5a93d62f9acd39adba7b84,0.665,157679,3106696748,0.38150853357102965,6.136923801967482e-08,3527,1:4727bd8c8e35ff12,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9436371,https://api.case.law/v1/cases/9436371/,"WYANDOTTE NATION, Plaintiff, v. CITY OF KANSAS CITY, KANSAS, et al., Defendants",Wyandotte Nation v. City of Kansas City,2002-05-03,Civil Action No. 01-2303-CM,1279,1302,official,200 F. Supp. 2d 1279,,,https://api.case.law/v1/volumes/32044066147166/,200,32044066147166,https://api.case.law/v1/reporters/934/,Federal Supplement 2d,934,https://api.case.law/v1/courts/d-kan/,D. Kan.,d-kan,8910,United States District Court for the District of Kansas,39,United States,https://api.case.law/v1/jurisdictions/us/,us,False,U.S.,https://cite.case.law/f-supp-2d/200/1279/,"https://cite.case.law/pdf/9436371/Wyandotte%20Nation%20v.%20City%20of%20Kansas%20City,%20200%20F.%20Supp.%202d%201279%20(2002).pdf",[],12601,16096,35337b44a4e8c5c88ae18db4340ac3ecc1c6aab106ebeaf7df5f23527b2387e5,0.679,77231,732053216,0.42247716526707335,6.996323113140748e-08,1917,1:d28bee542a88a557,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
9080313,https://api.case.law/v1/cases/9080313/,"MICHAEL A. COLOMBO, Administrator CTA of the Estate of HAZEL PILAND STEVENSON, Deceased, Plaintiff v. GEORGE M. STEVENSON, III, HAZEL S. BRANCH, HOWELL W. BRANCH, BETSY BRANCH LEWIS, WESLEY STEVENSON BRANCH AND SUSAN STEVENSON, Defendants",Colombo v. Stevenson,2002-05-07,No. COA01-745,163,168,official,150 N.C. App. 163,,,https://api.case.law/v1/volumes/32044073258634/,150,32044073258634,https://api.case.law/v1/reporters/365/,North Carolina Court of Appeals Reports,365,https://api.case.law/v1/courts/nc-ct-app/,N.C. Ct. App.,nc-ct-app,14983,North Carolina Court of Appeals,5,North Carolina,https://api.case.law/v1/jurisdictions/nc/,nc,True,N.C.,https://cite.case.law/nc-app/150/163/,"https://cite.case.law/pdf/9080313/Colombo%20v.%20Stevenson,%20150%20N.C.%20App.%20163%20(2002).pdf",[],1977,14151,7ae2aaf685512e41a79fafcbd93976fd0ef68d709ac4a394d675e7fc374a47aa,0.739,11890,755251015,0.9053836704269093,3.9897707735685506e-07,607,1:890bb3509a6fa5de,2021-09-21T20:02:18.861595+00:00,2019-08-29,2018,Harvard,,,,,,
